ID,Text,Category
309,@nationalgallery #AskTheGallery When will you be re-instating Candy Udwin? Wh should the arts be subject to private profit?,1
431,"Full on day, first up Pollock @tateliverpool then invigilating @theBluecoat &amp; now Antony Gormley @Biennial.. Amazing! http://t.co/4MPM6iV5sU",0
661,"Feliz cumpleaños,Rubens! Happy birthday,Rubens! @NationalGallery http://t.co/BeiJc5hNri http://t.co/UMRi93Y96C",0
371,The last #selie @britishmuseum with @mariarodrirubin :( http://t.co/OL73O0QD4q,3
567,After 29 yrs #Cézanne #painting to leave UK unless funds raisd @FitzMuseum_UK via @an_artnews http://t.co/VjDNl3XU7C http://t.co/0frSDQ5LHN,3
980,@NConcostrina @britishmuseum: .@Charles_XII The teeth taken from corpses on the battlefieldwere used as dentures for the rest the century😁,2
182,I just told @tate @britishmuseum @NPGLondon &amp; @RoyalOperaHouse to #DropBP Sponsorship. Join me: http://t.c/gmbtUDKh6m,1
1363,@NationalGllery @Londoncraftweek how weird you should say that when I've been at #barberinstitute and took this pic http://t.co/P1iQcqQ8nY,2
622,@NationalGallery Haha There were defiitely no giant eagles hanging around when we last visited !,2
819,"Gold finger ring/armillary sphere, German, 17thc. @britishmuseum. Cuious to know how this is worn on the finger. http://t.co/N4aMqeD8Ad",2
1193,Praise for @tateliverpool  https://t.co/QlriENJBiV,0
953,"@BMAGcurators @NationalGallery Yes, it is.  It's hard to believe that Berard Berenson disparaged Reni.",2
1422,Agreed @riannonakelly. Eat my sandwiches @britishmuseum daily 4 inspiring surroundings. Inspired rage that day. Whats nxt @ReclaimOurBard?,1
1841,@tateliverpool always manage to be fresh and unexpected &amp; they've done it again with #pollock . Brilliant. http://t.co/u8gzs44q2X,0
923,@NationalGallery #AskTheGallery Will you recommend trustees end oil sponsorship &amp; makng ppl complicit in climate change to see public art?,1
1074,@NationalGallery @photopraline Yes... but not as  #Rembrandt his paintings mkes me weep ..#DUTCH 17th c golden age paintings ahhhhhhhh,3
297,@Tate thank you for sharing!:  http://t.co/t4YVZQ6HG4 via @NationalGallery,0
967,@SassyClyde We won't stop til @britishmuseum dumps #BP. Fill in a feedback fom when you're there &amp; watch this space: http://t.co/o2JlUnGi1y,1
462,Looking forward to attending #DefeatDepression at @RAMMuseum this evening.,0
1303,Finally made it and well worth it #Britishmuseum #Greek #sculpture @britishmuseum https://t.co/YSBFsPAC7Q,0
1177,@NationalGallery @greekisinart ART=FREEDOM Visited the gallery but unable to see the imressionist paintings belonging to collection.When up,3
378,@tarbosaur @profjoecain @britishmuseum yes mermaid wonderfully scary  for the kids - but now seems to have gone last time w looked,3
799,@NationalGallery Haha There were definitely no giant eagles hanging around hen we last visited !,2
1103,Bad times at the National Gallery! Stop the privatisation of service at the @NationalGallery! https://t.co/ypfYtLhYus via @38_degrees,1
106,"@NationalGallery @pcs_union strikers raise £1,000 on @pplsassembly  protest http://t.co/SzmJN1MF7 #reinstateCandy http://t.co/7vCMoHbV8W",1
127,Seriously proud of our curator @samcurtisart for being selected in this year's Whitechapel opening. http://t.co/xxy252S2fp @_TheWhitechapel,0
1996,@NationalGallery Hah There were definitely no giant eagles hanging around when we last visited !,2
839,".@MAACambridge ... not forgetting world class art &amp; stunning exhibits at at the Fitzwilliam Museum, Scott Polar Institute and Zoology Museum",0
356,#Solidarity from USDAW C133 to @pcs_unin on Day 39 of strike against @NationalGallery privatisation #ReinsateCandy http://t.co/NO5lYh7B5M,1
1617,The Place's subtle dance piece performed with AgeUK @britishmuseum Defining Beauty exhibition didn't really work; bring back the bacchante?,3
683,Solidarity @greenpeace #kayaktivists We r fighting @Shell &amp; @Nationalallery who want 2 privatise 400 workers here #ShellNo #noprivatisation,1
813,@NConcostrina @britishmuseum: .@Charles_XII The teeth taken from corpse on the battlefield were used as dentures for the rest the century😁,2
1681,@NationalGallery @greekisinart ART=FREEDOM Visited the gallery but unable to see the impressionistpaintings belonging to collection.When up,3
210,Looking forward to joining this evening's #DefeatingDepression event at @RAMMuseum - hosted by @UoE_MedHist,0
1493,Goodbye @kettlesyard see yu in 2.25 years! http://t.co/WFjBAiWbfM,3
141,OMG!I thought she was asleep upstairs!@3speeders @Tate_StIves,2
1975,@britshmuseum and is that a neck collar? The neck is so slender.,2
1340,"@iffanyjenkins Had this in a show I curated @_TheWhitechapel… Wasn't it painted from a newspaper image, two days after she landed?",2
1798,@britishmuseum @AYDSMA two of those ... I ould have never thought that they're his,2
1575,The perfect location to wear #VanessaGounden ... The @britishmuseum's Great Court #WearableART #Artivism http://t.co/RAAvlb1AcW,0
1182,@britishmuseum and is that a neck collar? The eck is so slender.,2
1394,or here https://t.co/R2tO79Easn … .An in house solution proposed to meet flexibility needs. Come on @NationaGallery - it's time to TALK.,1
1816,#askthegallery How much pulic money have you spend on brining in CIS scabs during the current PCS dispute? @NationalGallery,1
712,"@blaicurator @alex_neilson @Tate_StIves Hang on, that building has only just been renovated and at very great expense ...",2
1794,"@NationalGallery Wait, no, i there a secret Leonardo drawing slipped inside one of the books?",2
893,.@IanLaveryMP can you attend adjournment debate tomorrow #noprivatisation @NationalGallery #reinstatecandy @NGNotForSale @PCSCulturGroup,1
860,View of L’Estaque by Cézanne at rsk of being exported @FitzMuseum_UK unless a buyer can match the £13m asking price. http://t.co/F3qTEMqha7,3
11,"My favourite painting at @NationalGallery was 'Noli me tangerine' by an unknown 14th C artist. I could see Jesus, but not a single orange!",0
1695,Bad times at the National Gallery! Sop the privatisation of services at the @NationalGallery! https://t.co/ypfYtLhYus via @38_degrees,1
1428,"Wish @britishmuseum woud help more with improvements to Bloomsbury Sq, where hundreds of visitors to the museum pass through every day!",3
283,Strikers at @Shell -sponsored @NationalGallery protest against #privatisation #kayaktivists #ShellNo @NaomiAKlein http://.co/CW6wyEw8Mo,1
811,@britishmueum @69quietgirl @Charles_XII - and will again... #austerity,3
1342,British Museum evacuatio?! @britishmuseum #britishmuseum,2
292,@britishmuseum w/ @bquentin3 &amp; zada_beda feeling like 21st Century is underperforming&amp; not sure… https://t.co/Q0Dmt8MPZU,3
755,"@britishmuseum Hi been trying to phone for two das and no one ever picks up, are your phones down?",3
627,@britishmuseum @thehistoryguy Gosh periscope is definitely on trend. High profile peple using it and I have not even tried it yet.,2
944,@britishmuseum So much teeth prblems un ancient Egypt!!! 😁,2
862,Great to see @sufeamono on the panel @CircuitPHF #Circuit2015 @Tate today @tateliverpool  @TateCollectives http://t.co/INVy8z3dQC,0
130,#notesonprotesting has closed. Thank you  @_TheWhitechapel http://t.co/SA1sCb4zDk,0
1176,Distance makes the heart grow fonder but already heartbroken @kettlesyard shutting for 2 yr refurb on 21Jun; go now❤️ http://t.co/7MmPRcJtz,3
324,Great night in Cambridge with the Zugubal dancers from the Torres Strait! @MAACambridge http://t.co/HidjzmWvgA,0
1091,"Since a few of these were included, it would benice to see more - it felt like a concessionary nod &gt; @foxvertebrae @britishmuseum",3
844,@nationalgallery #AskTheGallery When will you be re-instatingCandy Udwin? Why should the arts be subject to private profit?,1
964,"Taking the day off work to go to the Gaudier-Brzeska exhibition at @kettlesyard. Just in time, too - closes on Sunday!",0
1865,@NationalGallery After staff privatisation next selling offdonated works. Councils can do this without  consultation. Ask about missing art,1
866,@MrStuchbery @britishmuseum I love that. I used to pop into the British Museum when I could just  to see the Sutton Hoo treasure,0
922,"@NationalGallery Wait, no, is there a secret Leonard drawing slipped inside one of the books?",2
696,"at the @NationalGallery .the #InventingImpressionism is a strictly No Photo area, so shot the museum shop instead http://t.co/k5JpZfY7b5",3
216,"@britishmuseum Hi been trying tophone for two days and no one ever picks up, are your phones down?",3
1781,@britishmuseum 2000 coins pr day...they didn't worry about RSI in those days!,2
1262,"@NationalGallery #AskTheGallery Dr P - ouldn't you like to leave with a noble gesture? Stop #privatisation, #ReinstateCandy, support union.",1
159,or here https://t.co/R2tO79Easn … .An in house solution proposed to meet flexibility needs. Come on @Nationalallery - it's time to TALK.,1
1059,OMG! I thought she was asleep upstairs!@3speeders @Tae_StIves,2
989,@NConcostrina @britishmuseum: .@Charles_XII Te teeth taken from corpses on the battlefield were used as dentures for the rest the century😁,2
842,#AskTheGallery Love @NationalGallery. Hate Private Secor Colonisation / Illegal Discrimination Against Unions #ReinsateCandy @NGNotForSale,1
635,@souzeeb I bet @britishmuseum is good. Search for all your favourite art institutions. Bye for now,0
517,"#AskTheGalleryDr Penny, Will you re-enter negotiations with staff who have been on strike for 35 days? @NationalGallery @NGNotForSale",1
1429,@tateliverpool “ #BobandRoberta: I am angry more artists that have a profile are not speaking up #foundationcoures. http://t.co/0Jqrql7vfK”,1
1748,Distance makes the heart grow fonder but already heartbroken @kettlesyard shutting for 2 yr refurb on 21Jun; go now❤️ http://.co/7HMmPRcJtz,3
598,"@BBC_Culture @PlymouthMuseum Oh dear, why not Dame Laura Knight? Surely 'The Beach' shoul be in this list!",3
196,@FL_FLAMIN artists present their work @_TheWhitechapel 27 June - looks pretty darn good! http://t.co/7I4IIxirCR,0
1784,@tarbosaur @profjoecain many thanks - it is sad but I thik the @britishmuseum has now hidden away its Enlightment  gallery demonic mermaid,3
870,@britishmuseum w/ @bquentin3 &amp; zada_beda feeling like 21st Century isunderperforming &amp; not sure… https://t.co/Q0Dmt8MPZU,3
411,I just told @tate @britishmuseum @NPGLondon &amp; @RoyalOperaHouse to #DropBP Sponsorship. Join me: http://t.co/gmtUDKh6m,1
97,. @NationalGallery What message does oil sponsorsip of the arts send to those ngotiating a climate deal in Paris this year #AsktheGallery,1
1001,The @RAMMuseum in Exeter is definitely worth a visit. They have a #Samurai! #ILoveMuseums @brinton83 @crazybird001  https://t.co/1OAGRLHmak,0
1506,@appendixjournal @MartnPribble @FitzMuseum_UK So the Swiss Army knife is really a Roman army knife? I'm going to engrave SPQR on mine.,2
157,Solidaity @greenpeace #kayaktivists We r fighting @Shell &amp; @NationalGallery who want 2 privatise 400 workers here #ShellNo #noprivatisation,1
420,@NationalGallery @greekisinart ART=FREEDOMVisited the gallery but unable to see the impressionist paintings belonging to collection.When up,3
1803,"@britishmuseum Wish you could extend the exhibition, 😭, I will only be in London in August..",3
478,Completed my week's dose of Ancient Greece 2night at @britishmuseum #DefiningBeauty expo. Quite a spectacle and not busy. Worth seeing.,0
1856,Very good exhibition of WM Turner watercolour works donated for John Ruskin collection @FitzMuseum_UK #culturaldayforanortherner,0
669,"Morning peeps, beautiful morning in Cranleigh, looking forward to a shindig @BritishMuseum later☺️ http://t.co/ii1VoRZyPi",0
1418,"@BMAGcurators @NationalGallery Yes, it is.  It's hard to believe tha Bernard Berenson disparaged Reni.",2
1872,@britishmuseum Marvelous!,0
1300,I got 10/10 in 'Can you guess the artwork?' http://t.co/jyDiunjQg3 #arthistorydegree #wellworthit @NationalGallery @Tate @NatGalleryAus,0
448,"Gold fnger ring/armillary sphere, German, 17thc. @britishmuseum. Curious to know how this is worn on the finger. http://t.co/N4aMqeD8Ad",2
554,britishmuseum Is he holding an orange? Someone had better watch out!,2
179,TTN: Museum of stolen property. Hand back our culture. @britishmuseum http://t.co/KNfY53G7Gt #SOSBLAKAUSTRALIA #NOconsent,1
391,After 29 yrs #Cézanne #painting to leave UK unless funds raised @Fitzuseum_UK via @an_artnews http://t.co/VjDNl3XU7C http://t.co/0frSDQ5LHN,3
579,View of L’Estaque by Cézanne at rik of being exported @FitzMuseum_UK unless a buyer can match the £13m asking price. http://t.co/F3qTEMqha7,3
1478,@britishmuseum w/ @bquentin3 &amp; zda_beda feeling like 21st Century is underperforming &amp; not sure… https://t.co/Q0Dmt8MPZU,3
1707,@DrLivGibbs @britishmuseum Very impressive! I would certainly be inspired each day entering the RA.,0
1288,Looking forward to Amelia Smith speaking in ‘CDA innovation showcase’ @NationalGallery @BirkbeckNews http://t.co/RrkDLpBC1S #cdavalue,0
1645,"@britishmuseum #DefiningBeauty excellent a highlight of 2015. + your guy in the exhibition shop, fantastic service, asset to your museum",0
1024,People who &lt;3 &amp; care about paintings VS cheap temporary contracts and unknowldgable staff @NationalGallery? #AskTheGallery,1
821,@NationalGallery @photopraline Yes... but not as  #Rembrandt his pantings makes me weep ..#DUTCH 17th c golden age paintings ahhhhhhhh,3
1825,The last #selfie @britishmuseum with @mariarodrirubin :( http://t.co/OL73O0D4q,3
985,@Hatchards @britishmuseum I have been enjoying the British Library Crime Classics series that I bought at Hatchards.,0
1339,@NationalGalley @Londoncraftweek how weird you should say that when I've been at #barberinstitute and took this pic http://t.co/P1iQcqQ8nY,2
665,@NationalGallery Haha There were definitely no giant eagles hanging around when we lastvisited !,2
143,@JHGHendrks @britishmuseum @aroberts_andrew estimates range from 15000 to 20000 horses killed/severly wounded,3
1517,Stop the privatisation of ervices at the @NationalGallery! Sign the petition now: https://t.co/WDFjCKMnIt via @38_degrees,1
1430,Thanks to John @tateliverpool for a brilliant guided tour of Blind Spots #JacksonPollock. You've even helped my husband understand the work.,0
865,@britishmuseum w/ @bquentin3 &amp; zada_beda feeling like 21stCentury is underperforming &amp; not sure… https://t.co/Q0Dmt8MPZU,3
422,"Loved #ancientlives exhibition @britishmuseum! Brilliant use of technology, amazing display, fascinating &amp; insightful. So cool #8mummies",0
637,@NationalGallery @greekisinart ART=FREEDOM Visited the gallery but unable o see the impressionist paintings belonging to collection.When up,3
1407,@NationalGalley #AskTheGallery #noprivatisation https://t.co/0N7UGP7h1Z #ReinstateCandy http://t.co/ZaDR8HN01F,1
800,@NationalGallery Uccello's 'The Battle Of San Romano'-Loved it when I learnt abt it and even more when I actually saw it at Nat Gall.,0
1404,"@tiffanyjenkins Had this in a show I curated @_TheWhitechapel… Wasn't it painted from a newspape image, two days after she landed?",2
616,Unfortunately the transition narrative parts of those stories were handwaved away i the commentary. @foxvertebrae @britishmuseum,3
295,@NationalGllery #AskTheGallery Will you recommend trustees end oil sponsorship &amp; making ppl complicit in climate change to see public art?,1
924,@PlatformLondon @NationalGallery lets find out Freedom Of Info act? Its our oney!,1
1269,#Solidarity from USDAW C133 to @pcs_union on Day 39 of strike against @NationalGallery privatisation #ReinsateCandy http://t.co/NO5lY7B5M,1
1903,I've won two free tickets to the private viewing of the Jackson Pollock exhibition @tateliverpool can't wait!!!!! 😊,0
89,"Have you heard about Soundscapes? Hint: it's about paintings, DJs, museums, the @NationalGallery, &amp; it's pretty cool. http://t.co/KQWgdXn9LY",0
42,"@BBC_Culture @PlymouthMuseum Oh dear, why not Dame Laura Knight? Surely 'The Beach' should bein this list!",3
1802,@NationalGallery #AskTheGallery Will Candy Udwin be reinstted and  she and her colleagues be paid a living wage?,1
1934,@NationalGallery “ #BobandRoberta I am angry more artists that have a profile r not speaking up! #foundationcourses. http://t.co/Jqrql7vfK”,1
132,After 29 yrs #Cézanne #painting to leave UK unless funds raised @FitzMuseum_UK via @an_artnews http:/t.co/VjDNl3XU7C http://t.co/0frSDQ5LHN,3
1002,@SassyClyde We won't stop tl @britishmuseum dumps #BP. Fill in a feedback form when you're there &amp; watch this space: http://t.co/o2JlUnGi1y,1
1158,"#AskTheGallery Dr Penny, Will you re-enter negotiations with staff who have been onstrike for 35 days? @NationalGallery @NGNotForSale",1
1095,"@tateliverpool I'm trying to book the members curator talk or guded tour for pollock, but the links don't work. Are they sold out?",3
1855,Inspiring article. Now I'm wishing @FitzMuseum_UK or Cambridge University Museum of Zoology might put on a show... https://t.co/XmweHYdn1A,0
1345,@NationalGallery #AsktheGallery Why are yo treating your staff so badly?,1
1499,@NationalGallery One of my favourite paintings!,0
165,After 29 yrs #Cézanne #painting to lave UK unless funds raised @FitzMuseum_UK via @an_artnews http://t.co/VjDNl3XU7C http://t.co/0frSDQ5LHN,3
725,@Cambscene @CamUnivMuseums @polarmuseum surely tat statue wd be cold? Is that the originator of the saying about freezing brass balls off?,2
291,@britishmuseum How did the British double line formation and squad fire work? surely not the entire battaion in one long line 2 deep?,2
1209,@MrStuchbery @britishmuseum A veteran priest could probably whip out a heart in about 30 seconds with that... ❤🔪😱,2
1589,"Massive quues at gates of @britishmuseum today for security bag searches. Sad to see, but necessary.",3
1897,"@ArtandPerfume @NationalGallery Wow, this looks awesome!",0
1642,OMG! I thought she was asleep upstirs!@3speeders @Tate_StIves,2
1362,britishmuseum @JSuhermanBailey this seems quite clear in the copy. Unfair to take that one word &amp; apply to entire thing.,1
779,@britishmuseum thanks for the tour! Just amazing! 💜 from Madrid,0
840,"@tiffanyjenkins Had this in a show I curated @_TheWhitechapel… Wasn't it painted from a newspaper image, tw days after she landed?",2
349,The last #selfie @britishmuseum with @mariarodrrubin :( http://t.co/OL73O0QD4q,3
1945,"Commercial, not collegial: Why are @BritishMuseum fees for art loans to Abu Dhabi not disclosed under UK's FI law? http://t.co/PmcmRtHJT2",1
572,@britishmuseum @JHGHendriks Hol sh...!,2
918,"Gold finger ring/armillary sphre, German, 17thc. @britishmuseum. Curious to know how this is worn on the finger. http://t.co/N4aMqeD8Ad",2
977,"A ‘sparkling show’ of Turner, Singer Sargent &amp; Cézanne watercolours @FitzMuseum_UK, Cambridge http://t.co/DE5pfaXQGt http://t.co/IgXoaHmhGJ",0
1914,@tarbosaur @profjocain many thanks - it is sad but I think the @britishmuseum has now hidden away its Enlightment  gallery demonic mermaid,3
1469,@Ophiolatrist @britshmuseum The stupid #French prick was crushed by my Russian Imperial ancestors. 😂 #Waterloo200,1
1592,. @NationalGallery What message does oil sponsorship of the arts send to those ngotiating a climate deal in Paris thi year #AsktheGallery,1
1318,@Ophiolatrist @britishmuseum Seriously ? Napoleon and Hitler ? It's just stupid.,1
1845,"Commercial, not ollegial: Why are @BritishMuseum fees for art loans to Abu Dhabi not disclosed under UK's FOI law? http://t.co/PmcmRtHJT2",1
137,Unfortunately the transition narrative parts of those stories were handwaved away in the commetary. @foxvertebrae @britishmuseum,3
459,"at the @NationalGallery . the #InventingImpressionism is a trictly No Photo area, so shot the museum shop instead http://t.co/k5JpZfY7b5",3
376,View of L’Estaque by Cézann at risk of being exported @FitzMuseum_UK unless a buyer can match the £13m asking price. http://t.co/F3qTEMqha7,3
1343,Agreed @rhiannonakelly. Eat my sandwiches @briishmuseum daily 4 inspiring surroundings. Inspired rage that day. Whats nxt @ReclaimOurBard?,1
334,@HuffPostGreen help us&amp; RT ! Shell sponsors NationalGallery where we work &amp; they want to privatise us! #ShellNo https://t.co/mRw2vTAhsi,1
1160,"@_TheWhitechapel has a new incredible show James Richards and the V-A-C Collection and Francis Bacon, it's amazing!http://t.co/ItDS5FPROq",0
1761,"Thanks for your reply, Dr Nicholas Penny. Thank you, @NationalGallery  ! https://t.co/alNXJeSGG7",0
1458,@NationalGallery #AskTheGallery Will you recommend trustees end oil sponsorship &amp; making ppl complicit in cimate change to see public art?,1
817,@NationalGallery @greekisinart ART=FREEDOM Visited the gallery but unable to see the impressionist paintings belonging to collection.hen up,3
1115,@britishmuseum @thehistoryguy Goshperiscope is definitely on trend. High profile people using it and I have not even tried it yet.,2
1006,@NationalGallery #AskTheGallery Why do you appear to support privatisation? Why don't you value your saff more and support them?,1
1857,@MrStuchbery @britishmuseum Saw one of these in The Cloisters in New York - magnificent work!,0
1955,Bad times at the National Gallery! Stop the privaisation of services at the @NationalGallery! https://t.co/ypfYtLhYus via @38_degrees,1
1851,@ritishmuseum Cod piece made of armor?,2
911,@NationalGallery @Londoncraftweek how weird you should say that when I've been at #barberinstitute an took this pic http://t.co/P1iQcqQ8nY,2
1930,Today I decided not to renew my @britishmuseum membership afte being shouted at by one of their spaniards.,1
1126,This w/e saw the closing of @kettlesyard for building work; here's a film I made there in meory of Michael Harrison: http://t.co/d27X7k28Gy,3
329,Goodbye @kettlesyard see you in 2.25 years! ttp://t.co/WFjBAiWbfM,3
1248,@britishmuseum @thehistoryguy Gosh periscope is definitely on trend. High profile people using it and I have not ven tried it yet.,2
319,@tarbosaur @profjoecain many thanks - it is sad but I think the @britishmuseum hs now hidden away its Enlightment  gallery demonic mermaid,3
1690,The Place's subtle dance piece performed with AgeUK @bitishmuseum Defining Beauty exhibition didn't really work; bring back the bacchantes?,3
1359,@NationalGallery #AskTheGallery Why do you appea to support privatisation? Why don't you value your staff more and support them?,1
1733,"#AskTheGallery Dr Penny, facing public outcry and a petition with nearly 45,00 signatures, will you halt privatisation at @NationalGallery?",1
168,"@blaircurator @alex_neilson @Tte_StIves Hang on, that building has only just been renovated and at very great expense ...",2
13,@NConcostrina @britishmuseum: .@Charles_XII The teeth taken from corpses on the battlefield were used as dentures forthe rest the century😁,2
1927,@britishmuseum @JSuhermanBailey this seems quite clear in the copy. Unfair to take that one word &amp; applyto entire thing.,1
172,GO visit @Sothebys or @ChristiesInc &amp; tke photos of  #art instead of @_TheWhitechapel where you can't take photos &amp; waste your time @phnat,1
650,@MrStuchbery @britishmuseum A vetera priest could probably whip out a heart in about 30 seconds with that... ❤️🔪😱,2
1062,The Place's subtle dance piece performed with AgeUK @britishmuseum Defining Beauty exhibition didn't really work; bringback the bacchantes?,3
261,"After #CultureGeek yesterday, I have to recommend everyone follows @britishmuseum Head of Digital &amp; Publishing &gt;&gt;&gt;&gt; @chr1sm1chaels",0
1367,The Place's subtle dance piece performed with AgeUK @britishmuseum Defining eauty exhibition didn't really work; bring back the bacchantes?,3
1549,"at the @NationalGallery . the #InventingImpressionism is a stricty No Photo area, so shot the museum shop instead http://t.co/k5JpZfY7b5",3
902,@appendixjournal MartinPribble @FitzMuseum_UK So the Swiss Army knife is really a Roman army knife? I'm going to engrave SPQR on mine.,2
673,@NationalGallery @NPGLondon @pcs_union I won't be seeing the Goya. Ater 50 years of pictures NGL on my pariah list until Candy reinstated,1
259,@britishmuseum w/ @bquentin3 &amp; zada_beda feeling lke 21st Century is underperforming &amp; not sure… https://t.co/Q0Dmt8MPZU,3
845,"@NationalGalley @pcs_union strikers raise £1,000 on @pplsassembly  protest http://t.co/SzmJN1zMF7 #reinstateCandy http://t.co/7vCMoHbV8W",1
868,@britishmuseum I wish you had something on bankruptcy in the ancent world,3
1800,@britishmuseum 200 coins per day...they didn't worry about RSI in those days!,2
139,"Since a few of these were included, it would be nice to see mor - it felt like a concessionary nod &gt; @foxvertebrae @britishmuseum",3
894,"Great exhibition @britishmuseum Ancient Lives... A body 5,000 years old in the fetal position - However old, we return to the beginning!",0
1838,Blog post: #AsktheGallery how not to engage with an angry audience. @NationalGallery brushes questios aside http://t.co/kfTCCyxFAD,1
550,"@BBC_Culture @PlymouthMuseu Oh dear, why not Dame Laura Knight? Surely 'The Beach' should be in this list!",3
320,"@BBC_Culture @PlymouhMuseum Oh dear, why not Dame Laura Knight? Surely 'The Beach' should be in this list!",3
1527,"Now in Parliament: whistles,  banner, leaflets confiscated. 3 managers here on @NationalGallery time.  noprivatisation #reinstatecandy",1
1806,@britishmuseum @69quietgirl @Charles_XII - and wll again... #austerity,3
1178,Loved this exhibition @britishmuseum ... #egyptian #mummies http://t.co/ZY2HaMNwk9,0
559,Absolutely fascinated by #8mummies yesterday .... &amp; quite taken by the @britishmuseum shop too :) http://t.co/e3tKUtcoCk,0
140,It would have been great to see that material approached using queer theory. @foxvertebrae @britishmusem,3
1735,Re-housing the Inuit art was a big hit with our @CamUnivMuseums work experience students https://t.co/vUw9npPBfS,0
532,Lots of questions about privatisation and acking of our rep on @NationalGallery's #AskTheGallery. V disappointing they weren't addressed.,3
225,@britishmuseum I wish you had something on bankrutcy in the ancient world,3
724,Lots of questions about privatisation and sacking of our rep on @NationalGallery's #AskTheGallery. V disappointing they weren't ddressed.,3
787,or here https://t.co/R2tO79Easn … .An in huse solution proposed to meet flexibility needs. Come on @NationalGallery - it's time to TALK.,1
1718,Solidarity @greenpeace #kayaktivists We r fighting @Shell &amp; @NationalGallery who want 2 privatise 400 workes here #ShellNo #noprivatisation,1
1008,@NationalGallery Haha There were definitely no giant eagles hanging around when we last visitd !,2
410,"@blaircurator @alex_neilson @Tate_StIves Hang on, that uilding has only just been renovated and at very great expense ...",2
326,Strikers at @Shell -sponsored@NationalGallery protest against #privatisation #kayaktivists #ShellNo @billmckibben http://t.co/UnGD3naDSn,1
1766,@britishmuseum and is that a nec collar? The neck is so slender.,2
300,"If you haven't seen the Christopher Williams show @_TheWhitechapel it finishes this Sunday. Go. Really, go. GO. http://t.co/8HgcUpn4Mn",0
1263,"@blaircurator @alex_neilson @Tate_StIves Hang on, that buildin has only just been renovated and at very great expense ...",2
1946,"@blaircurator@alex_neilson @Tate_StIves Hang on, that building has only just been renovated and at very great expense ...",2
26,Booked on to What's it Worth? The Value and Potential of the CDA @britishmuseum 27 July. Shld be an interesting day! http://t.co/kjtXnbSJOA,0
1859,Engaging work from @opticalmeg at @RAMMuseum #photography #art #wellcometrust http://t.co/yyuw27UH7v,0
715,Blog post: #AsktheGallery how not to engage with an angry audience. @NationalGallery brushesquestions aside http://t.co/kfTCCyxFAD,1
1010,@nationalgallery #AskTheallery Why do you pay your brilliant staff so poorly?,1
194,@britishmuseum the longest day then new beginnings and big positive changes in the coming days,0
441,"My favorite museums in #London are @I_W_M ,@britishmuseum and @NHM_London.Fantastic artifacts in Military,Human Civilizations and Geology.",0
574,@britishmuseum trquoise eyes!!!,2
947,Goodbye @kettlesyard seeyou in 2.25 years! http://t.co/WFjBAiWbfM,3
998,log post: #AsktheGallery how not to engage with an angry audience. @NationalGallery brushes questions aside http://t.co/kfTCCyxFAD,1
504,@britishmuseu 2000 coins per day...they didn't worry about RSI in those days!,2
606,@britishmuseum @thehistoryguy Gosh periscope is definitely on tred. High profile people using it and I have not even tried it yet.,2
1717,@britishmuseum hmmmm...is it a tepot?? 😊,2
1164,"WOW! 3,653 sunrises over St Ives Bay and counting - http://t.co/q5CQJuav9D @thedaythat @stivesurfschool @Tate_StIves http://t.co/1ktkeG7iaw",0
1787,I just told @tate @britishmuseu @NPGLondon &amp; @RoyalOperaHouse to #DropBP Sponsorship. Join me: http://t.co/gmbtUDKh6m,1
847,@kettlesyard will be closing for refurbishment on Sunday -definitely worth a visit if you are in Cambridge this weekend,0
4,@natonalgallery #AskTheGallery Why do you pay your brilliant staff so poorly?,1
1287,"@NationalGallery Wait, no, is there a secret Leonardo drawing slipped nside one of the books?",2
1223,@britishmuseum turquose eyes!!!,2
468,".@NationalGallery Director N. Penny favous ""in-house solution"" Come back to talks then! @pcs_union got #Alternative  http://t.co/UOdrADopXr",1
322,"Wish @britishmuseum would help more with improvements to Bloomsbury Sq, where hundreds of visitors to themuseum pass through every day!",3
6,@Cambscene @CamUnivMuseums @polarmuseum surely that statue wd be cold? Is that the originator of he saying about freezing brass balls off?,2
223,@SassClyde We won't stop til @britishmuseum dumps #BP. Fill in a feedback form when you're there &amp; watch this space: http://t.co/o2JlUnGi1y,1
1375,@NationalGallery #AskTheGallery Why do you appear to support privatisation? Why don't you value your staff more and support them?,1
548,Goodbye @kettlesyard see you in 2.25 years! http://t.o/WFjBAiWbfM,3
229,"@britishmuseum Wish you coud extend the exhibition, 😭, I will only be in London in August...",3
40,The exquisite #Waddesdon Bequest @britishmuseum is absolutely exceptional. Not to be missed. &amp; it's free! #museumhour http://t.co/Et4h7kRLCr,0
543,@MrStuchbery @britishmuseum A veteran priest could probably whip out a heart in about 30 secnds with that... ❤️🔪😱,2
243,@HuffPostGreen help us&amp; RT ! Shell sponsors @NationalGallery where we work &amp; they want to privatise us! #ShellNo https://t.co/mRw2vAhsi,1
899,Strikers at @Shell -sponsored @NationalGallery protest against #privatisaion #kayaktivists #ShellNo @billmckibben http://t.co/UnGD3naDSn,1
1134,@NationalGallery @phoopraline Yes... but not as  #Rembrandt his paintings makes me weep ..#DUTCH 17th c golden age paintings ahhhhhhhh,3
1449,@OptimoPrincipi @britishmuseu that one looks so real,2
1869,After 29 yrs #Cézanne #painting to leave UK unless funds raised @FitzMuseum_UK via @an_artnews http://t.co/VjDNlXU7C http://t.co/0frSDQ5LHN,3
